Codigo,Categoria,Bairro,Cidade,ValorVenda,ValorLocacao,AreaTotal,AreaPrivativa,Dormitorios,Suites,Vagas,BanheiroSocial,Endereco,Numero,Complemento,CEP,UF,DataCadastro,DataAtualizacao,Status,Situacao,DescricaoWeb,TituloSite,BairroComercial,CodigoImobiliaria
8372,Apartamento,Pioneiros,Balneário Camboriú,2717000,0,206.2,122.14,3,3,2,Nao,Rua Miguel Matte,1,901* Torre Mar 569104,88331-030,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Academia  
Sala de jogos  
Playground  
Spa  
Sauna  
Salão de festas  
Pub  
Brinquedoteca  
Espaço gourmet
     Espaço zen   
Espelho d'água   
Sala de massagem   
Playground   
Quiosque churrasqueira carvão  
Quadra poliesportiva   
Wine bar   
Brinquedoteca   
Lounge   
Espaço beauty   
Academia Externa  
Piscina Funda  
Piscina Rasa  
Quadra de Beach Tenis  
Praça do fogo  
Espaço Teen  
Fraldário  
Espaço Kids  
Club  
Empório  
Salão de festa com cozinha  
Wine bar  
Massagem  
Espaço Beauty  
Pilates  
Pet care  
Bike station  
Sala de reuniões

     -> Unidade

Living  
Lavabo  
Cozinha  
Área de Serviço
     Área técnica
     
     

     
Incorporação: 138.187",Garden Park Home Club,Pioneiros,32622
8373,Apartamento,Centro,Balneário Camboriú,5024000,0,284.81,146.52,4,2,3,Nao,Avenida Brasil,270,1301 Apartamento 569117,88330-040,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Piscina infantil  
Academia  
Sala de jogos  
Playground  
Spa  
Sauna  
Salão de festas  
Lounge  
Bar  
Brinquedoteca  
Elevador  
Espaço gourmet  
Piscina adulto
     Bar  
Espaço beauty  
Pilates  
Sala de massagem  
Sala de relaxamento

     -> Unidade

Living  
Lavabo  
Cozinha  
Área de Serviço
     
     
     
CONDIÇÕES DE PAGAMENTO

Reforço (16x) - R$ 94.200,00
Parcelamento (100x) - R$ 25.120,00
Entrada (1x) - R$ 1.004.800,00

     
Incorporação: 132.752",Sapphire Tower,Centro,32622
8374,Apartamento,Centro,Balneário Camboriú,4243210,0,0,185.33,4,4,3,Nao,Rua 3750,181,1701 ApartamentosBarra Sul 570,88330-194,SC,2025-10-29,2025-12-01,Venda,Novo,"-> Empreendimento

Piscina infantil  
Academia  
Sala de jogos  
Playground  
Spa  
Sauna  
Salão de festas  
Lounge  
Guarita de segurança  
Bicicletário  
Entrada p/ banhistas e box de praia  
Hall de entrada decorado e mobiliado  
Medidores de água, luz e gás individuais  
Pub  
Hidromassagem  
Reaproveitamento de água  
Brinquedoteca  
Elevador  
Interfone  
Piscina  
Internet  
Circuito Tv  
Espelho d'água  
Piscina adulto
     

     -> Unidade

Lavabo  
Área de Serviço  
Banheiro de Serviço  
Infraestrutura para água quente  
Espera para split  
Acabamento em gesso  
Porcelanato  
Banheira Hidromassagem  
Hidrômetro Individual  
Sacada  
Closet  
Interfone  
Circuito Tv  
Varanda  
Sala de jantar  
Gás Individual  
Aquecimento a Gás
     
     
     
CONDIÇÕES DE PAGAMENTO

Entrada (1x) - R$ 1.272.963,00
Reforço / Balão (12x) - R$ 123.760,29
Parcelamento (72x) - R$ 20.626,72

     
Incorporação: 65149",Magic Sun,Centro,32622
8375,Apartamento,Centro,Balneário Camboriú,4092126.02,0,0,156.35,3,3,3,Nao,Rua 3710,60,3202 Apartamentos 570078,88330-063,SC,2025-10-29,2025-12-01,Venda,Novo,"-> Empreendimento

Piscina térmica  
Academia  
Sala de jogos  
Spa  
Sauna  
Salão de festas  
Lounge  
Bicicletário  
Entrada p/ banhistas e box de praia  
Hall de entrada decorado e mobiliado  
Medidores de água, luz e gás individuais  
Pub  
Bar  
Brinquedoteca  
Elevador  
Espaço gourmet  
Alarme  
Piscina  
Estar Social  
Espelho d'água  
Piscina adulto
     

     -> Unidade

Área de Serviço  
Espera para split  
Acabamento em gesso  
Fechadura com senha na porta de entrada  
Churrasqueira  
Aquecimento a Gás
     Vinílico na área íntima  
Porcelanato na área social
     
     
CONDIÇÕES DE PAGAMENTO

Reforços (5x) - R$ 122.763,78
Entrada (1x) - R$ 1.023.031,51
Parcelamento (36x) - R$ 68.202,10

     
Incorporação: 4-65.194",Pericó Residence,Centro,32622
8376,Apartamento,Centro,Balneário Camboriú,4975000,0,0,170,4,4,3,Nao,Rua 901,300,2901 Torre 1 570075,88330-725,SC,2025-10-29,2025-11-18,Venda,Novo,"-> Empreendimento

Piscina infantil  
Academia  
Sala de jogos  
Playground  
Sala de Reunião  
Spa  
Sauna  
Salão de festas  
Lounge  
Guarita de segurança  
Bicicletário  
Entrada p/ banhistas e box de praia  
Hall de entrada decorado e mobiliado  
Medidores de água, luz e gás individuais  
Pub  
Hidromassagem  
Reaproveitamento de água  
Sala de games  
Brinquedoteca  
Elevador  
Espaço gourmet  
Interfone  
Piscina  
Estar Social  
Piscina adulto
     Espaço pet  
Coworking  
Lareira  
Espaço crossfit  
Quadra de esportes

     -> Unidade

Living  
Lavabo  
Cozinha  
Área de Serviço  
Infraestrutura para água quente  
Espera para split  
Acabamento em gesso  
Churrasqueira  
Porcelanato  
Hidrômetro Individual  
Sacada  
Banheiro Auxiliar  
Closet  
Sala de Estar  
Interfone  
Sala de jantar  
Gás Individual  
Aquecimento a Gás
     02 Suítes  
03 dormitórios de 105 m2 de área priv  
04 suítes com 175 m2 priv 3 vagas de gar
     
     
CONDIÇÕES DE PAGAMENTO

Entrada (1x) - R$ 1.492.500,00
17 Mensais + 3 Semestrais (1x) - R$ 3.482.500,00

     
Incorporação: 130.419",Paganini Tower,Centro,32622
8377,Apartamento,Centro,Balneário Camboriú,4250000,0,160,160,4,4,3,Nao,Rua 2950,255,201 APARTAMENTOCentro 569163,88330-345,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Piscina infantil  
Hidromassagem na piscina  
Academia  
Playground  
Entrada p/ banhistas e box de praia  
Medidores de água, luz e gás individuais  
Pub  
Brinquedoteca  
Elevador  
Espaço gourmet  
Interfone  
Estar Social  
Piscina adulto
     Bar Molhado  
Quiosque  
Deck  
Sala de Jogos  
Espaço Garden  
Quadra de esportes  
Espaço saúde e relaxamento  
Salão de festas 01  
Salão de festas 02  
Estar externo

     -> Unidade

Living  
Lavabo  
Cozinha  
Área de Serviço  
Infraestrutura para água quente  
Espera para split  
Acabamento em gesso  
Fechadura com senha na porta de entrada  
Churrasqueira  
Porcelanato  
Hidrômetro Individual  
Sacada  
Sala de Estar  
Interfone  
Sala de jantar  
Gás Individual  
Aquecimento a Gás
     
     
     

     
Incorporação: 30.338",Palácio Elizabeth,Centro,32622
8378,Apartamento,Centro,Balneário Camboriú,7575832.18,0,0,180.66,4,4,3,Sim,Rua 3850,4111,1001 (Sacada 2) ApartamentosZE,88330-190,SC,2025-10-29,2025-12-01,Venda,Novo,"-> Empreendimento

Piscina infantil  
Piscina térmica  
Academia  
Sala de jogos  
Playground  
Sala de Reunião  
Spa  
Sauna  
Salão de festas  
Lounge  
Guarita de segurança  
Bicicletário  
Entrada p/ banhistas e box de praia  
Hall de entrada decorado e mobiliado  
Medidores de água, luz e gás individuais  
Pub  
Hidromassagem  
Reaproveitamento de água  
Bar  
Sala de games  
Brinquedoteca  
Elevador  
Espaço gourmet  
Interfone  
Piscina  
Internet  
Jacuzzi  
Estar Social  
Circuito Tv  
Espelho d'água  
Piscina adulto
     Estação para veículos elétricos  
Sacadas com posições intercaladas  
Sacadas estilo balcony  
Fachada envidraçada

     -> Unidade

Living  
Lavabo  
Cozinha  
Área de Serviço  
Infraestrutura para água quente  
Espera para split  
Acabamento em gesso  
Fechadura com senha na porta de entrada  
Churrasqueira  
Piso aquecido nos banheiros  
Porcelanato  
Hidromassagem  
Acessibilidade para PNE  
Banheira Hidromassagem  
Hidrômetro Individual  
Sacada  
Banheiro Auxiliar  
Closet  
Sala de Estar  
Interfone  
Circuito Tv  
Varanda  
Sala de jantar  
Cozinha Americana  
Banheiro Social  
Varanda Gourmet  
Vista Panorâmica  
Internet  
Gás Individual  
Aquecimento a Gás
     Churrasqueira Carvão
     
     
CONDIÇÕES DE PAGAMENTO

Parcelas (60x) - R$ 50.505,55
Entrada (1x) - R$ 1.515.166,44
Reforços Semestrais (10x) - R$ 303.033,29

     
Incorporação: 59144",Zenith Tower,Centro,32622
8379,Apartamento,Centro,Balneário Camboriú,13200000,0,462,233,4,4,4,Nao,Av. Atlântica,5720,3001 Unidades 570080,88330-030,SC,2025-10-29,2025-12-03,Venda,Novo,"-> Empreendimento

Piscina térmica  
Academia  
Sala de jogos  
Spa  
Sauna  
Brinquedoteca  
Espaço gourmet
     Salão de Jogos  
Restaurante Privativo  
Home Cinema  
Piscina Aquecida  
Espaço Fitness  
Espaço Gourmet  
Quadra Poliesportiva  
Brinquedoteca  
Salão de estética  
Pilates  
Boate  
Quiosque com churrasqueira  
Sauna seca e úmida

     -> Unidade

Living  
Lavabo  
Cozinha  
Closet  
Sala de Estar  
Sala de jantar
     
     
     
CONDIÇÕES DE PAGAMENTO

Reforço Semestral (8x) - R$ 412.500,00
Entrada (1x) - R$ 3.300.000,00
Parcelamento (72x) - R$ 91.666,67

     
Incorporação: 13.642",Ibiza Towers,Centro,32622
8381,Apartamento,Centro,Balneário Camboriú,36259000,0,0,410,0,6,6,Sim,Avenida Atlântica,1960,5201 P.H.1 Apartamento 569129,88330-012,SC,2025-10-29,2025-12-03,Venda,Novo,"-> Empreendimento

Piscina térmica  
Academia  
Sala de jogos  
Playground  
Spa  
Sauna  
Salão de festas  
Entrada p/ banhistas e box de praia  
Hall de entrada decorado e mobiliado  
Rooftop  
Piscina adulto com borda infinita  
Pub  
Hidromassagem  
Reaproveitamento de água  
Brinquedoteca  
Espaço gourmet  
Heliponto  
Piscina  
Jacuzzi  
Piscina adulto
     Áreas sociais mobiliadas  
Box de praia  
Gerador de energia para elevadores e áreas comuns  
Área exclusiva para funcionários com cozinha, living, vestiários e varanda  
Heliponto homologado pela ANAC  
Concierge  
Áreas sociais mobiliadas  
Revestimento externo fachada ventilada  
Portão automatizado  
Hall de banhistas  
Portão automatizado  
 Rooftop a 185m de altura, considerado o mais alto do Brasil  
American Barbecue  
Piscina adulto e infantil coberta e aquecida no 9º pavimento  
Mirante Ocean View  
Wine bar  
Espaço Gourmet com terraço em frente ao mar

     -> Unidade

Infraestrutura para água quente  
Hidromassagem  
Sacada  
Banheiro Social
     Medidores individuais  
Piso porcelanato na área social  
Portas caixilhos, rodapés e acabamentos com madeira laqueada de padrão superior  
Sacada com abertura das janelas do chão ao teto  
Persianas automatizadas nas suítes  
Ponto USB  
Rebaixo em gesso  
Apartamento Tipo:  
	4 suítes, 200m²  
Penthouse:  
6 suítes, 410m²
     
     
CONDIÇÕES DE PAGAMENTO

Entrada (1x) - R$ 7.251.800,00
CHAVES (1x) - R$ 7.251.800,00
Reforço (16x) - R$ 679.856,25
Parcelamento (100x) - R$ 108.777,00

     
Incorporação: 135.051",Harmony,Centro,32622
8382,Apartamento,Centro,Balneário Camboriú,12950000,0,365.1,184.3,4,4,4,Nao,Av. Atlântica,684,1202 Apartamento 569103,88330-006,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Piscina infantil  
Piscina térmica  
Academia  
Sala de jogos  
Spa  
Salão de festas  
Lounge  
Pub  
Brinquedoteca  
Espaço gourmet  
Espelho d'água  
Piscina adulto
     Deck  
Espaço Gourmet  
Quiosque Gourmet  
Quadra Poliesportiva  
Terraço   
Lounge  
Pub/Boate  
Pista de Dança  
Pilates  
Espaço Beauty  
Sala de Massagem  
Sala de Auto massagem  
Piscina Aquecida  
Sauna úmida  
Sauna Seca

     -> Unidade

Living  
Cozinha  
Área de Serviço
     
     
     
CONDIÇÕES DE PAGAMENTO

Reforços Semestrais (16x) - R$ 242.812,50
Mensais (100x) - R$ 64.750,00
Entrada (1x) - R$ 2.590.000,00

     
Incorporação: 133.456",Boreal Tower,Centro,32622
8383,Apartamento,Centro,Balneário Camboriú,5516000,0,284.81,146.52,4,2,3,Nao,Avenida Brasil,270,2001 Apartamento 570060,88330-040,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Piscina infantil  
Academia  
Sala de jogos  
Playground  
Spa  
Sauna  
Salão de festas  
Lounge  
Bar  
Brinquedoteca  
Elevador  
Espaço gourmet  
Piscina adulto
     Bar  
Espaço beauty  
Pilates  
Sala de massagem  
Sala de relaxamento

     -> Unidade

Living  
Lavabo  
Cozinha  
Área de Serviço
     
     
     
CONDIÇÕES DE PAGAMENTO

Reforço (16x) - R$ 103.425,00
Parcelamento (100x) - R$ 27.580,00
Entrada (1x) - R$ 1.103.200,00

     
Incorporação: 132.752",Sapphire Tower,Centro,32622
8384,Apartamento,Centro,Balneário Camboriú,10500000,0,0,350,4,4,3,Nao,Rua 901,300,Duplex Torre 2 569142,88330-725,SC,2025-10-29,2025-11-18,Venda,Novo,"-> Empreendimento

Piscina infantil  
Academia  
Sala de jogos  
Playground  
Sala de Reunião  
Spa  
Sauna  
Salão de festas  
Lounge  
Guarita de segurança  
Bicicletário  
Entrada p/ banhistas e box de praia  
Hall de entrada decorado e mobiliado  
Medidores de água, luz e gás individuais  
Pub  
Hidromassagem  
Reaproveitamento de água  
Sala de games  
Brinquedoteca  
Elevador  
Espaço gourmet  
Interfone  
Piscina  
Estar Social  
Piscina adulto
     Espaço pet  
Coworking  
Lareira  
Espaço crossfit  
Quadra de esportes

     -> Unidade

Living  
Lavabo  
Cozinha  
Área de Serviço  
Infraestrutura para água quente  
Espera para split  
Acabamento em gesso  
Churrasqueira  
Porcelanato  
Hidrômetro Individual  
Sacada  
Banheiro Auxiliar  
Closet  
Sala de Estar  
Interfone  
Sala de jantar  
Gás Individual  
Aquecimento a Gás
     02 Suítes  
03 dormitórios de 105 m2 de área priv  
04 suítes com 175 m2 priv 3 vagas de gar
     
     
CONDIÇÕES DE PAGAMENTO

Entrada (1x) - R$ 3.150.000,00
17 Mensais + 3 Semestrais (1x) - R$ 7.350.000,00

     
Incorporação: 130.419",Paganini Tower,Centro,32622
8385,Apartamento,Barra Sul,Balneário Camboriú,8490000,0,355.54,261.04,4,4,3,Sim,Normando Tedesco,1400,2302 Yachthouse 569120,88330-123,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Piscina infantil  
Hidromassagem na piscina  
Piscina térmica  
Academia  
Sala de jogos  
Playground  
Sala de Reunião  
Spa  
Sauna  
Salão de festas  
Lounge  
Solarium  
Guarita de segurança  
Bicicletário  
Entrada p/ banhistas e box de praia  
Hall de entrada decorado e mobiliado  
Medidores de água, luz e gás individuais  
Rooftop  
Painéis de energia solar  
Piscina adulto com borda infinita  
Estúdio de pilates  
Pub  
Hidromassagem  
Reaproveitamento de água  
Bar  
Sala de games  
Brinquedoteca  
Elevador  
Espaço gourmet  
Heliponto  
Interfone  
Alarme  
Piscina  
Internet  
Jacuzzi  
Estar Social  
Circuito Tv  
Espelho d'água  
Piscina adulto
     

     -> Unidade

Home Office  
Living  
Lavabo  
Cozinha  
Área de Serviço  
Banheiro de Serviço  
Infraestrutura para água quente  
Espera para split  
Acabamento em gesso  
Fechadura com senha na porta de entrada  
Churrasqueira  
Dependência de empregada  
Piso aquecido nos banheiros  
Porcelanato  
Hidromassagem  
Ar Condicionado  
Acessibilidade para PNE  
Banheira Hidromassagem  
Hidrômetro Individual  
Banheiro Auxiliar  
Closet  
Despensa  
Sala de Estar  
Alarme  
Interfone  
Circuito Tv  
Varanda  
Sala de jantar  
Mezanino  
Escritório  
Cozinha Americana  
Banheiro Social  
Vista Panorâmica  
Internet  
Gás Individual  
Armário Cozinha  
Aquecimento a Gás
     
     
     
CONDIÇÕES DE PAGAMENTO

Entrada (1x) - R$ 4.245.000,00
Parcelamento (36x) - R$ 117.916,67

     
Incorporação: 46679",Yachthouse,Barra Sul,32622
8386,Apartamento,Centro,Balneário Camboriú,6550000,0,177.1,177.1,4,4,3,Nao,Rua 3420,135,2601 Apartamentos 570092,88330-263,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Piscina infantil  
Academia  
Sala de jogos  
Playground  
Spa  
Sauna  
Salão de festas  
Lounge  
Guarita de segurança  
Entrada p/ banhistas e box de praia  
Hall de entrada decorado e mobiliado  
Medidores de água, luz e gás individuais  
Pub  
Bar  
Brinquedoteca  
Elevador  
Espaço gourmet  
Piscina  
Piscina adulto
     Previsão de lançamento: Outubro 2020  
01 Torre Residencial  
62 Unidades Residenciais  
07 Unidades Comerciais  
03 Elevadores  
02 Pav. de Área de Lazer  
Parque Aquático  
Prainha  
Bar molhado  
Quiosque  
Deck  
Espaço gourmet / Churrasco  
Espaço Garden  
Pet Place  
Quadra de esportes / Quiosque  
Espaço Adega - Charutaria  
Espaço Saúde - Beleza

     -> Unidade

Living  
Lavabo  
Cozinha  
Área de Serviço  
Espera para split  
Acabamento em gesso  
Churrasqueira  
Hidrômetro Individual  
Sala de Estar  
Sala de jantar  
Gás Individual
     04 Suítes (suíte master, closet + banheira)  
Cozinha  
01 Lavabo social + 01 de Serviço  
Churrasqueira a carvão  
Rouparia  
03 Vagas de garagem por apto  
Box de praia
     
     


CONDIÇÕES DE PAGAMENTO

Entrada 30% (30%) - R$ 1.965.000,00
Balões Anuais
Chaves (10%) - R$ 655.000,00
Saldo 60x

     
Incorporação: 61200",135 Jardins,Centro,32622
8387,Apartamento,Centro,Balneário Camboriú,3281792.53,0,0,238.73,3,3,3,Sim,Rua 3130,125,602 ApartamentosPróximo passei,88330-293,SC,2025-10-29,2025-12-03,Venda,Novo,"-> Empreendimento

Piscina infantil  
Piscina térmica  
Academia  
Salão de festas  
Entrada p/ banhistas e box de praia  
Hall de entrada decorado e mobiliado  
Medidores de água, luz e gás individuais  
Pub  
Brinquedoteca  
Elevador  
Espaço gourmet  
Interfone  
Estar Social  
Circuito Tv  
Piscina adulto
     

     -> Unidade

Living  
Lavabo  
Cozinha  
Área de Serviço  
Infraestrutura para água quente  
Espera para split  
Acabamento em gesso  
Fechadura com senha na porta de entrada  
Churrasqueira  
Porcelanato  
Hidrômetro Individual  
Sala de Estar  
Interfone  
Circuito Tv  
Banheiro Social  
Gás Individual  
Aquecimento a Gás
     
     
     
CONDIÇÕES DE PAGAMENTO

Reforço (6x) - R$ 218.786,17
Entrada (1x) - R$ 656.358,51
Mensais  (80x) - R$ 16.408,96

     
Incorporação: 64127",NF Reference,Centro,32622
8388,Apartamento,Centro,Balneário Camboriú,1830000,0,178.91,107.51,3,3,2,Nao,Rua 620,374,1001 aptoEntre Terceira e cent,88330-622,SC,2025-10-29,2025-12-01,Venda,Novo,"-> Empreendimento

Piscina infantil  
Academia  
Sala de jogos  
Playground  
Salão de festas  
Guarita de segurança  
Bicicletário  
Entrada p/ banhistas e box de praia  
Hall de entrada decorado e mobiliado  
Medidores de água, luz e gás individuais  
Pub  
Reaproveitamento de água  
Brinquedoteca  
Elevador  
Espaço gourmet  
Interfone  
Piscina  
Internet  
Estar Social  
Circuito Tv  
Espelho d'água  
Piscina adulto
     

     -> Unidade

Lavabo  
Área de Serviço  
Infraestrutura para água quente  
Espera para split  
Acabamento em gesso  
Fechadura com senha na porta de entrada  
Porcelanato  
Hidrômetro Individual  
Interfone  
Circuito Tv  
Gás Individual
     
     
     
CONDIÇÕES DE PAGAMENTO

Entrada (1x) - R$ 549.000,00
Parcelamento (60x) - R$ 10.675,00
Reforço (10x) - R$ 64.050,00

     
Incorporação: 133.466",Sancho,Centro,32622
